sample_id,Station,gene_id,taxonomy,length,mapped_counts,unmapped_counts,RPKM,RPKM_abund,assigned_tax
ERR1726613,22,CK_Syn_MEDNS5_00360_VI_VIa_3c__93-810,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,718,2,0,36651.51737281923,0.0206704549269132,
ERR1726613,22,CK_Syn_MINOS11_02365_5.3_5.3_3dB__99-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,721,2,0,36499.01452660778,0.0205844474861632,
ERR1726613,22,CK_Syn_RCC307_02195_5.3_5.3_3eA__99-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,721,1,0,18249.50726330389,0.0102922237430816,
ERR1726613,22,CK_Syn_RS9915_00353_III_IIIa_3dB__102-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,718,1,0,18325.758686409616,0.0103352274634566,
ERR1726613,22,CK_Syn_WH7805_07406_VI_VIa_2__93-810,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,718,1,0,18325.758686409616,0.0103352274634566,
ERR1726613,22,JCVI_READ_153522__15-378,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,364,1,0,36148.06246385194,0.0203865201064885,
ERR1726613,22,JCVI_READ_485725__c737-47,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,691,1,0,19041.815827557315,0.0107390641371372,
ERR1726613,22,MATOU.v2.141004422__c987-270,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,718,1,0,18325.758686409616,0.0103352274634566,Diatoms
ERR1726613,22,MATOU.v2.151367236__c484-181,Eukaryota;Sar;Alveolata;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis,304,1,0,43282.54847645429,0.0244101753906639,Dinoflagellates
ERR1726613,22,MATOU.v2.2167867__189-344,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,156,1,0,84345.47908232118,0.04756854691514,
ERR1726613,22,MATOU.v2.23789695__6-498,Eukaryota;Sar;Alveolata;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis,493,1,0,26689.44165688054,0.015052116265237,Dinoflagellates
ERR1726613,22,MATOU.v2.27502679__c407-2,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,406,1,0,32408.60772621208,0.0182775697506449,
ERR1726613,22,MATOU.v2.30647974__c887-170,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,2,0,36651.51737281923,0.0206704549269132,
ERR1726613,22,MATOU.v2.30650983__3-618,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,616,3,0,64080.65618591935,0.0361397401887752,
ERR1726613,22,MATOU.v2.30685440__c658-1,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,658,1,0,19996.800511918093,0.0112776494206107,
ERR1726613,22,MATOU.v2.39449456__c578-1,Eukaryota;Sar;Alveolata;Dinophyceae,578,2,0,45529.047532325625,0.0256771395112866,Dinoflagellates
ERR1726613,22,MATOU.v2.63212836__c909-198,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,712,1,0,18480.189237137787,0.0104223220769127,Diatoms
ERR1726613,22,MATOU.v2.72536655__33-738,Eukaryota;Sar;Alveolata;Dinophyceae,706,2,0,37274.489339496045,0.0210217941041412,Dinoflagellates
ERR1726613,22,MATOU.v2.81968861__c947-362,Eukaryota,586,2,0,44907.49056942698,0.0253265983575489,Other eukaryotic phytoplankton
ERR1726613,22,MATOU.v2.82594437__c400-1,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,400,1,0,32894.73684210526,0.0185517332969046,Diatoms
ERR1726613,22,OM-RGC.v2.009903725__108-825,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,18325.758686409616,0.0103352274634566,
ERR1726613,22,OM-RGC.v2.010049537__102-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,18325.758686409616,0.0103352274634566,
ERR1726613,22,OM-RGC.v2.013495400__3-708,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,706,1,0,18637.244669748023,0.0105108970520706,
ERR1726613,22,OM-RGC.v2.019715172__141-588,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,448,2,0,58740.6015037594,0.0331280951730439,
ERR1726613,22,OM-RGC.v2.030868354__102-408,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,307,1,0,42859.59197668438,0.0241716394747942,
ERR1726613,22,TARA_MED_95_MAG_00146_000000000024__c16313-15584,Bacteria;Cyanobacteria;Nostocales;Nostocaceae;Richelia;Richelia_intracellularis,730,3,0,54073.54001441961,0.0304959999401171,
ERR1726613,22,TARA_MED_95_MAG_00233_000000000042__c852-135,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,2,0,36651.51737281923,0.0206704549269132,
ERR1726613,22,TARA_MED_95_MAG_00348_000000000099__c6213-5493,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,721,2,0,36499.01452660778,0.0205844474861632,
ERR1726673,26,000000641003__c446-2,Bacteria;Cyanobacteria;Nostocales;Nostocaceae;Richelia,445,1,0,17556.1797752809,0.0106382753071537,
ERR1726673,26,000001085337__2019-2418,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,400,3,0,58593.75,0.0355052438376256,
ERR1726673,26,000001244949__441-1158,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,10880.91922005571,0.0065933600441273,
ERR1726673,26,000001434241__1494-2223,Bacteria;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Trichodesmium;Trichodesmium,730,1,0,10702.054794520547,0.0064849760434019,Trichodesmium
ERR1726673,26,000001468797__735-1452,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,6,0,65285.51532033426,0.0395601602647639,
ERR1726673,26,000001998079__c380-104,Eukaryota;Haptista;Haptophyta,277,1,0,28203.971119133574,0.0170903700782794,Haptophytes
ERR1726673,26,000002531336__1221-1938,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,2,0,21761.83844011142,0.0131867200882546,
ERR1726673,26,000002589288__c1127-410,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,10880.91922005571,0.0065933600441273,
ERR1726673,26,000002678943__2541-3159,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,619,1,0,12621.163166397417,0.0076478715859182,
ERR1726673,26,000002865385__c4241-4100,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,142,1,0,55017.605633802814,0.0333382571245311,
ERR1726673,26,000003993252__1023-1698,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,676,2,0,23113.905325443782,0.0140060133481758,
ERR1726673,26,000004331577__c1028-308,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,721,1,0,10835.644937586683,0.0065659258137079,
ERR1726673,26,000004581193__c1328-611,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,2,0,21761.83844011142,0.0131867200882546,
ERR1726673,26,000004745282__c875-155,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,721,1,0,10835.644937586683,0.0065659258137079,
ERR1726673,26,000004872040__1416-2133,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,10880.91922005571,0.0065933600441273,
ERR1726673,26,000005945604__c905-188,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,10880.91922005571,0.0065933600441273,
ERR1726673,26,000006708225__c2528-1811,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,10880.91922005571,0.0065933600441273,
ERR1726673,26,000008749695__276-993,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,3,0,32642.75766016713,0.0197800801323819,
ERR1726673,26,000009325248__3438-3929,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,492,4,0,63516.260162601626,0.0384880692006782,
ERR1726673,26,000009875059__c1038-321,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,2,0,21761.83844011142,0.0131867200882546,
ERR1726673,26,1165094.SAMEA2272692.RINTHH_8060__96-825,Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Richelia;Richelia_intracellularis,730,4,0,42808.21917808219,0.0259399041736077,
ERR1726673,26,2580947325__96-825,Bacteria;Cyanobacteria;unclassified;Nostocales;Nostocaceae;Richelia_intracellularis,730,1,0,10702.054794520547,0.0064849760434019,
ERR1726673,26,2653703159__114-834,Bacteria;Cyanobacteria;unclassified;Synechococcales;Synechococcaceae;unclassified,721,3,0,32506.934812760057,0.0196977774411238,
ERR1726673,26,2688544524__102-819,Bacteria;Cyanobacteria;unclassified;Synechococcales;Synechococcaceae;Synechococcus_sp_WH_8103,718,1,0,10880.91922005571,0.0065933600441273,
ERR1726673,26,2887287612__102-819,Bacteria;Cyanobacteria;unclassified;Synechococcales;Synechococcaceae;uncultured_Synechococcus_sp,718,1,0,10880.91922005571,0.0065933600441273,
ERR1726673,26,316278.SAMEA3138265.SynRCC307_2195__114-834,Bacteria;Cyanobacteria;;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp._RCC307,721,2,0,21671.28987517337,0.0131318516274158,
ERR1726673,26,CK_Syn_MEDNS5_00360_VI_VIa_3c__93-810,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,718,6,0,65285.51532033426,0.0395601602647639,
ERR1726673,26,CK_Syn_MINOS11_02365_5.3_5.3_3dB__99-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,721,1,0,10835.644937586683,0.0065659258137079,
ERR1726673,26,CK_Syn_RCC307_02195_5.3_5.3_3eA__99-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,721,3,0,32506.934812760057,0.0196977774411238,
ERR1726673,26,JCVI_READ_157162__315-1023,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,709,3,0,33057.12270803949,0.0200311671862486,
ERR1726673,26,JCVI_READ_250566__c1008-291,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,2,0,21761.83844011142,0.0131867200882546,
ERR1726673,26,JCVI_READ_485725__c737-47,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,691,1,0,11306.078147612156,0.0068509877158949,
ERR1726673,26,MATOU.v2.1269395__243-975,Eukaryota;Sar;Stramenopiles;Ochrophyta;Eustigmatophyceae,733,1,0,10658.25375170532,0.0064584345316281,Other eukaryotic phytoplankton
ERR1726673,26,MATOU.v2.13253506__48-306,Eukaryota;Sar;Alveolata;Dinophyceae,259,1,0,30164.092664092663,0.0182781178057274,Dinoflagellates
ERR1726673,26,MATOU.v2.150946973__c501-138,Eukaryota;Haptista;Haptophyta,364,1,0,21462.91208791209,0.0130055838233061,Haptophytes
ERR1726673,26,MATOU.v2.151276187__c796-76,Eukaryota;Sar;Stramenopiles;Ochrophyta;Pelagophyceae,721,2,0,21671.28987517337,0.0131318516274158,Pelagophytes
ERR1726673,26,MATOU.v2.2051989__c783-306,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,478,1,0,16344.142259414226,0.0099038337064506,
ERR1726673,26,MATOU.v2.26738689__3-294,Eukaryota;Haptista;Haptophyta,292,1,0,26755.13698630137,0.0162124401085048,Haptophytes
ERR1726673,26,MATOU.v2.27447698__3-138,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae,136,1,0,57444.85294117647,0.0348090625859075,
ERR1726673,26,MATOU.v2.30650983__3-618,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,616,5,0,63413.14935064935,0.0384255885688589,
ERR1726673,26,MATOU.v2.30685440__c658-1,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,658,3,0,35619.3009118541,0.0215837348556994,
ERR1726673,26,MATOU.v2.34343132__c584-1,Eukaryota;Sar;Stramenopiles;Ochrophyta;Pelagophyceae,584,1,0,13377.568493150686,0.0081062200542524,Pelagophytes
ERR1726673,26,MATOU.v2.35915703__3-684,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,682,2,0,22910.55718475073,0.0138827932893941,Diatoms
ERR1726673,26,MATOU.v2.35938628__477-1056,Eukaryota;Sar;Alveolata;Dinophyceae,580,2,0,26939.655172413797,0.0163242500402876,Dinoflagellates
ERR1726673,26,MATOU.v2.41130892__c803-230,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,574,2,0,27221.25435540069,0.0164948868002906,Diatoms
ERR1726673,26,MATOU.v2.53293763__c559-1,Eukaryota;Sar;Stramenopiles;Ochrophyta;Pelagophyceae,559,1,0,13975.849731663686,0.0084687522570365,Pelagophytes
ERR1726673,26,MATOU.v2.53293763__c559-1,Eukaryota,559,1,0,13975.849731663686,0.0084687522570365,Other eukaryotic phytoplankton
ERR1726673,26,MATOU.v2.56991937__c1200-474,Eukaryota;Haptista;Haptophyta,727,1,0,10746.217331499312,0.0065117366047915,Haptophytes
ERR1726673,26,MATOU.v2.64641514__3-441,Eukaryota;Sar;Alveolata;Dinophyceae,439,1,0,17796.12756264237,0.0107836731473426,Dinoflagellates
ERR1726673,26,MATOU.v2.70837547__219-924,Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales,706,1,0,11065.86402266289,0.0067054284868037,Dinoflagellates
ERR1726673,26,MATOU.v2.81968861__c947-362,Eukaryota,586,1,0,13331.911262798634,0.0080785537742037,Other eukaryotic phytoplankton
ERR1726673,26,OM-RGC.v2.009903725__108-825,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,9,0,97928.2729805014,0.0593402403971459,
ERR1726673,26,OM-RGC.v2.010049696__99-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,721,1,0,10835.644937586683,0.0065659258137079,
ERR1726673,26,OM-RGC.v2.010050958__102-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,10880.91922005571,0.0065933600441273,
ERR1726673,26,OM-RGC.v2.019715172__141-588,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,448,1,0,17438.616071428572,0.0105670368564362,
ERR1726673,26,TARA_IOS_50_MAG_00042_000000000089__483-1200,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,10880.91922005571,0.0065933600441273,
ERR1726673,26,TARA_MED_95_MAG_00101_000000000518__981-1710,Bacteria;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Trichodesmium,730,4,0,42808.21917808219,0.0259399041736077,Trichodesmium
ERR1726673,26,TARA_MED_95_MAG_00146_000000000024__c16313-15584,Bacteria;Cyanobacteria;Nostocales;Nostocaceae;Richelia;Richelia_intracellularis,730,4,0,42808.21917808219,0.0259399041736077,
ERR1726673,26,TARA_MED_95_MAG_00176_000000000086__c5925-5208,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,10880.91922005571,0.0065933600441273,
ERR1726673,26,TARA_MED_95_MAG_00233_000000000042__c852-135,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,8,0,87047.35376044568,0.0527468803530186,
ERR1726673,26,TARA_MED_95_MAG_00348_000000000099__c6213-5493,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,721,5,0,54178.22468793343,0.0328296290685396,
ERR1726673,26,TARA_PSW_86_MAG_00096_000000000077__3627-4344,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,10880.91922005571,0.0065933600441273,
ERR1726675,24,000000960192__c342-12,Eukaryota;Sar;Alveolata;Dinophyceae,331,3,0,100704.93454179257,0.0484405763625335,Dinoflagellates
ERR1726675,24,000001085337__2019-2418,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,400,2,0,55555.55555555556,0.026723051293331,
ERR1726675,24,000001341251__261-978,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,15475.08511296812,0.0074437468783651,
ERR1726675,24,000001468797__735-1452,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,3,0,46425.25533890436,0.0223312406350955,
ERR1726675,24,000001998079__c380-104,Eukaryota;Haptista;Haptophyta,277,2,0,80224.62896109106,0.0385892437448823,Haptophytes
ERR1726675,24,000003161692__3-354,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,352,2,0,63131.31313131313,0.0303671037424216,
ERR1726675,24,000003993252__1023-1698,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,676,1,0,16436.55489809336,0.0079062281932932,
ERR1726675,24,000004745282__c875-155,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,721,1,0,15410.695022345508,0.0074127742838643,
ERR1726675,24,000007434325__27-744,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,15475.08511296812,0.0074437468783651,
ERR1726675,24,000009325248__3438-3929,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,492,1,0,22583.55916892502,0.0108630289810288,
ERR1726675,24,1165094.SAMEA2272692.RINTHH_8060__96-825,Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Richelia;Richelia_intracellularis,730,4,0,60882.80060882801,0.0292855356639244,
ERR1726675,24,2580947325__96-825,Bacteria;Cyanobacteria;unclassified;Nostocales;Nostocaceae;Richelia_intracellularis,730,3,0,45662.100456621,0.0219641517479433,
ERR1726675,24,2653703159__114-834,Bacteria;Cyanobacteria;unclassified;Synechococcales;Synechococcaceae;unclassified,721,1,0,15410.695022345508,0.0074127742838643,
ERR1726675,24,CK_Syn_MEDNS5_00360_VI_VIa_3c__93-810,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,718,3,0,46425.25533890436,0.0223312406350955,
ERR1726675,24,CK_Syn_MINOS11_02365_5.3_5.3_3dB__99-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,721,1,0,15410.695022345508,0.0074127742838643,
ERR1726675,24,CK_Syn_RS9915_00353_III_IIIa_3dB__102-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,718,1,0,15475.08511296812,0.0074437468783651,
ERR1726675,24,JCVI_READ_157162__315-1023,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,709,2,0,31343.04967873374,0.015076474636576,
ERR1726675,24,JCVI_READ_181551__c947-230,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,15475.08511296812,0.0074437468783651,
ERR1726675,24,JCVI_READ_250566__c1008-291,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,15475.08511296812,0.0074437468783651,
ERR1726675,24,MATOU.v2.22048614__3-240,Eukaryota,238,2,0,93370.68160597573,0.0449126912492958,Other eukaryotic phytoplankton
ERR1726675,24,MATOU.v2.27183666__c196-1,Eukaryota;Sar;Alveolata;Dinophyceae,196,1,0,56689.34240362812,0.0272684196870724,Dinoflagellates
ERR1726675,24,MATOU.v2.27447698__3-138,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae,136,3,0,245098.0392156863,0.1178958145294015,
ERR1726675,24,MATOU.v2.30650983__3-618,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,616,3,0,54112.55411255411,0.0260289460649328,
ERR1726675,24,MATOU.v2.32026457__210-933,Eukaryota;Sar;Stramenopiles;Ochrophyta;Chrysophyceae,724,1,0,15346.83855125844,0.0073820583683234,Other eukaryotic phytoplankton
ERR1726675,24,MATOU.v2.34694065__c641-362,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,280,1,0,39682.53968253968,0.0190878937809507,Diatoms
ERR1726675,24,MATOU.v2.35938628__477-1056,Eukaryota;Sar;Alveolata;Dinophyceae,580,3,0,57471.26436781609,0.0276445358206872,Dinoflagellates
ERR1726675,24,MATOU.v2.40643503__63-732,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,670,1,0,16583.74792703151,0.0079770302368152,Diatoms
ERR1726675,24,MATOU.v2.41130892__c803-230,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,574,1,0,19357.336430507163,0.0093111676980247,Diatoms
ERR1726675,24,MATOU.v2.42234374__3-342,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae,340,1,0,32679.738562091505,0.0157194419372535,Diatoms
ERR1726675,24,MATOU.v2.45488043__c829-163,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,667,2,0,33316.67499583541,0.016025817867065,Diatoms
ERR1726675,24,MATOU.v2.47661058__78-795,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,718,1,0,15475.08511296812,0.0074437468783651,Diatoms
ERR1726675,24,MATOU.v2.53966304__c229-13,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis,217,1,0,51203.27700972862,0.024629540362517,Haptophytes
ERR1726675,24,MATOU.v2.55751080__3-600,Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales,598,1,0,18580.453363062057,0.0089374753489401,Dinoflagellates
ERR1726675,24,MATOU.v2.57003__147-852,Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Gonyaulacaceae,706,1,0,15738.117721120554,0.0075702694881957,Dinoflagellates
ERR1726675,24,MATOU.v2.59365501__3-567,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,565,3,0,58997.05014749263,0.02837846155044,Diatoms
ERR1726675,24,MATOU.v2.62156227__3-570,Eukaryota;Sar;Alveolata;Dinophyceae,568,1,0,19561.815336463224,0.0094095251032855,Dinoflagellates
ERR1726675,24,MATOU.v2.68142__c512-1,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,512,1,0,21701.38888888889,0.0104386919114574,Diatoms
ERR1726675,24,MATOU.v2.75205275__c688-1,Eukaryota;Sar;Stramenopiles;Ochrophyta;Pelagophyceae,688,1,0,16149.870801033592,0.0077683288643404,Pelagophytes
ERR1726675,24,MATOU.v2.82594437__c400-1,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,400,2,0,55555.55555555556,0.026723051293331,Diatoms
ERR1726675,24,MATOU.v2.82615419__c767-71,Eukaryota;Sar;Alveolata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Lepidodinium,697,1,0,15941.335883947077,0.0076680204571968,Dinoflagellates
ERR1726675,24,MATOU.v2.85382207__c226-1,Eukaryota,226,1,0,49164.208456243854,0.0236487179587,Other eukaryotic phytoplankton
