CK_Pro_MED4_00228_HLI_HLI_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLI SubClade=HLI Pigment.type=Lba Reference=Rocap_et_al._(2003) Database=Cyanorak-v2.1
CK_Pro_MIT0601_00816_LLIII_LLIII_Hba__93-786 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLIII SubClade=LLIII Pigment.type=Hba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT0602_00546_LLII_LLII_Hba__93-786 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLII SubClade=LLII Pigment.type=Hba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT0603_00240_LLII_LLII_Hba__93-786 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLII SubClade=LLII Pigment.type=Hba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT0604_00272_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT0701_01597_LLIV_LLIV_Hba__132-834 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLIV SubClade=LLIV Pigment.type=Hba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT0702_01134_LLIV_LLIV_Hba__132-834 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLIV SubClade=LLIV Pigment.type=Hba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT0703_01751_LLIV_LLIV_Hba__132-834 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLIV SubClade=LLIV Pigment.type=Hba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT0801_00321_LLI_LLI_Hba__102-798 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLI SubClade=LLI Pigment.type=Hba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT9107_01735_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT9116_01799_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT9123_00080_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT9201_01767_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT9202_00726_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT9211_02501_LLIII_LLIII_Hba__96-783 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLIII SubClade=LLIII Pigment.type=Hba Reference=Kettler_et_al._(2007) Database=Cyanorak-v2.1
CK_Pro_MIT9215_02501_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Kettler_et_al._(2007) Database=Cyanorak-v2.1
CK_Pro_MIT9301_02501_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Kettler_et_al._(2007) Database=Cyanorak-v2.1
CK_Pro_MIT9302_01935_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT9303_23851_LLIV_LLIV_Hba__132-834 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_sp. species=Prochlorococcus_sp. SubCluster=LL Clade=LLIV SubClade=LLIV Pigment.type=Hba Reference=Kettler_et_al._(2007) Database=Cyanorak-v2.1
CK_Pro_MIT9311_00913_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT9312_00230_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Coleman_et_al._(2006) Database=Cyanorak-v2.1
CK_Pro_MIT9313_01800_LLIV_LLIV_Hba__132-834 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_sp. species=Prochlorococcus_sp. SubCluster=LL Clade=LLIV SubClade=LLIV Pigment.type=Hba Reference=Rocap_et_al._(2003) Database=Cyanorak-v2.1
CK_Pro_MIT9314_00938_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT9321_00742_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT9322_00615_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT9401_00482_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_MIT9515_02601_HLI_HLI_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLI SubClade=HLI Pigment.type=Lba Reference=Kettler_et_al._(2007) Database=Cyanorak-v2.1
CK_Pro_NATL1A_03081_LLI_LLI_Hba__102-798 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLI SubClade=LLI Pigment.type=Hba Reference=Kettler_et_al._(2007) Database=Cyanorak-v2.1
CK_Pro_NATL2A_01597_LLI_LLI_Hba__102-798 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLI SubClade=LLI Pigment.type=Hba Reference=Kettler_et_al._(2007) Database=Cyanorak-v2.1
CK_Pro_PAC1_01213_LLI_LLI_Hba__102-798 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLI SubClade=LLI Pigment.type=Hba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_SB_00994_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_SS120_00257_LLII_LLII_Hba__93-786 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLII SubClade=LLII Pigment.type=Hba Reference=Dufresne_et_al._(2003) Database=Cyanorak-v2.1
CK_Pro_SS2_01867_LLII_LLII_Hba__93-786 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLII SubClade=LLII Pigment.type=Hba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_SS35_01634_LLII_LLII_Hba__93-786 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLII SubClade=LLII Pigment.type=Hba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_SS51_01085_LLII_LLII_Hba__93-786 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLII SubClade=LLII Pigment.type=Hba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_SS52_00011_LLII_LLII_Hba__66-759 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=LL Clade=LLII SubClade=LLII Pigment.type=Hba Reference=Biller_et_al._(2014) Database=Cyanorak-v2.1
CK_Pro_UH18301_00250_HLII_HLII_Lba__93-789 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus species=Prochlorococcus_marinus SubCluster=HL Clade=HLII SubClade=HLII Pigment.type=Lba Reference=Unpublished Database=Cyanorak-v2.1
CK_Syn_A15-127_00338_WPC1_WPC1_3c__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=WPC1 SubClade=WPC1 Pigment.type=3c Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_A15-24_00370_III_IIIa_3c__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=III SubClade=IIIa Pigment.type=3c Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_A15-28_00361_III_IIIb_3c__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=III SubClade=IIIb Pigment.type=3c Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_A15-44_00303_II_IIa_2__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=II SubClade=IIa Pigment.type=2 Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_A15-60_00394_VII_VIIa_3c__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=VII SubClade=VIIa Pigment.type=3c Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_A15-62_00333_II_IIc_3dB__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=II SubClade=IIc Pigment.type=3dB Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_A18-25c_00364_VII_VIIa_3c__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=VII SubClade=VIIa Pigment.type=3c Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_A18-40_00312_III_IIIa_3dB__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=III SubClade=IIIa Pigment.type=3dB Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_A18-46.1_00328_III_IIIa_3c__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=III SubClade=IIIa Pigment.type=3c Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_BIOS-E4-1_00462_CRD1_CRD1b_3cA__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=CRD1 SubClade=CRD1b Pigment.type=3cA Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_BIOS-U3-1_00422_CRD1_CRD1a_3dA__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=CRD1 SubClade=CRD1a Pigment.type=3dA Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_BL107_08129_IV_IVa_3dA__99-816 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=IV SubClade=IVa Pigment.type=3dA Reference=Dufresne_et_al._(2008) Database=Cyanorak-v2.1
CK_Syn_BMK-MC-1_00467_V_V_2__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=V SubClade=V Pigment.type=2 Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_BOUM118_00316_III_IIIa_3c__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=III SubClade=IIIa Pigment.type=3c Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_CB0101_13259_5.2_5.2A_1__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.2 Clade=5.2 SubClade=5.2A Pigment.type=1 Reference=Marsan_et_al._(2014) Database=Cyanorak-v2.1
CK_Syn_CB0205_03943_5.2_5.2A_2__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.2 Clade=5.2 SubClade=5.2A Pigment.type=2 Reference=Coutinho_et_al._(2016) Database=Cyanorak-v2.1
CK_Syn_CC9311_00353_I_Ia_3dA__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=I SubClade=Ia Pigment.type=3dA Reference=Palenik_et_al._(2006) Database=Cyanorak-v2.1
CK_Syn_CC9605_00299_II_IIc_3c__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=II SubClade=IIc Pigment.type=3c Reference=Dufresne_et_al._(2008) Database=Cyanorak-v2.1
CK_Syn_CC9616_00375_EnvC_EnvC_n.a.__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=EnvC SubClade=EnvC Pigment.type=3f Reference=Lee_et_al._(2019) Database=Cyanorak-v2.1
CK_Syn_CC9902_02045_IV_IVa_3dA__99-816 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=IV SubClade=IVa Pigment.type=3dA Reference=Dufresne_et_al._(2008) Database=Cyanorak-v2.1
CK_Syn_KORDI-100_04130_UC-A_UC-A_n.a.__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=UC-A SubClade=UC-A Pigment.type=3f Reference=Lee_et_al._(2019)###Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_KORDI-49_03100_WPC1_WPC1_3aA__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=WPC1 SubClade=WPC1 Pigment.type=3aA Reference=Lee_et_al._(2019)###Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_KORDI-52_03110_II_IIa_3bB__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=II SubClade=IIa Pigment.type=3bB Reference=Lee_et_al._(2019)###Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_M16.1_00292_II_IIa_3a__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=II SubClade=IIa Pigment.type=3a Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_MEDNS5_00360_VI_VIa_3c__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=VI SubClade=VIa Pigment.type=3c Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_MINOS11_02365_5.3_5.3_3dB__99-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.3 Clade=5.3 SubClade=5.3 Pigment.type=3dB Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_MITS9220_00372_CRD1_CRD1a_3dA__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=CRD1 SubClade=CRD1a Pigment.type=3dA Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_MVIR-18-1_00405_I_Ib_3aA__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=I SubClade=Ib Pigment.type=3aA Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_NOUM97013_00385_VII_VIIb_3a__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=VII SubClade=VIIb Pigment.type=3a Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_PROS-7-1_00437_VI_VIb_2__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=VI SubClade=VIb Pigment.type=2 Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_PROS-9-1_00372_I_Ib_3dA__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=I SubClade=Ib Pigment.type=3dA Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_PROS-U-1_00388_II_IIh_3dB__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=II SubClade=IIh Pigment.type=3dB Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_RCC307_02195_5.3_5.3_3eA__99-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.3 Clade=5.3 SubClade=5.3 Pigment.type=3eA Reference=Dufresne_et_al._(2008) Database=Cyanorak-v2.1
CK_Syn_ROS8604_00548_I_Ib_3a__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=I SubClade=Ib Pigment.type=3a Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_RS9902_00300_II_IIa_3c__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=II SubClade=IIa Pigment.type=3c Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_RS9907_00287_II_IIa_3a__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=II SubClade=IIa Pigment.type=3a Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_RS9909_00447_VIII_VIII_1__96-813 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=VIII SubClade=VIII Pigment.type=1 Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_RS9915_00353_III_IIIa_3dB__102-819 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=III SubClade=IIIa Pigment.type=3dB Reference=Doré_et_al._(2020) Database=Cyanorak-v2.1
CK_Syn_RS9916_39461_IX_IX_3dA__93-810 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=IX SubClade=IX Pigment.type=3dA Reference=Dufresne_et_al._(2008) Database=Cyanorak-v2.1
CK_Syn_RS9917_03588_VIII_VIII_1__96-813 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp. species=Synechococcus_sp. SubCluster=5.1 Clade=VIII SubClade=VIII Pigment.type=1 Reference=Dufresne_et_al._(2008) Database=Cyanorak-v2.1
