sample_id,Station,gene_id,taxonomy,length,mapped_counts,unmapped_counts,RPKM,RPKM_abund,assigned_tax
ERR538184,23,000004581193__c1328-611,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,4096.346059315091,0.0022346731489636,
ERR538184,23,000004661120__c2418-2058,Eukaryota;Haptista;Haptophyta,361,1,0,8147.303242626691,0.0044445853766091,Haptophytes
ERR538184,23,000004745282__c875-155,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,721,2,0,8158.603247124092,0.0044507498500857,
ERR538184,23,000005166359__c3692-2996,Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus,697,1,0,4219.765381044814,0.0023020018952021,
ERR538184,23,000005811815__c267-129,Eukaryota;Haptista;Haptophyta,139,1,0,21159.542953872195,0.0115431318054381,Haptophytes
ERR538184,23,000005945604__c905-188,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,4096.346059315091,0.0022346731489636,
ERR538184,23,000006235570__c3035-2309,Eukaryota;Sar;Stramenopiles;Ochrophyta;Dictyochophyceae,727,1,0,4045.634760093859,0.0022070086945748,Other eukaryotic phytoplankton
ERR538184,23,000007006434__1968-2685,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,4096.346059315091,0.0022346731489636,
ERR538184,23,000007606548__558-1275,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,2,0,8192.692118630182,0.0044693462979273,
ERR538184,23,000007777544__c1485-768,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,2,0,8192.692118630182,0.0044693462979273,
ERR538184,23,000008749695__276-993,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,4096.346059315091,0.0022346731489636,
ERR538184,23,000008984842__c5417-4700,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,3,0,12289.038177945273,0.0067040194468909,
ERR538184,23,000009325248__3438-3929,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,492,2,0,11956.001912960306,0.0065223387030727,
ERR538184,23,000010296281__c6771-6048,Eukaryota;Haptista;Haptophyta,724,1,0,4062.398440038999,0.0022161537582263,Haptophytes
ERR538184,23,000010937165__2580-3297,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,4096.346059315091,0.0022346731489636,
ERR538184,23,2507311288__102-819,Bacteria;Cyanobacteria;unclassified;Synechococcales;Synechococcaceae;Synechococcus_sp_KORDI-49,718,4,0,16385.384237260365,0.0089386925958546,
ERR538184,23,2607361038__102-798,Bacteria;Cyanobacteria;unclassified;Synechococcales;Prochloraceae;Prochlorococcus_marinus,697,1,0,4219.765381044814,0.0023020018952021,
ERR538184,23,2653703159__114-834,Bacteria;Cyanobacteria;unclassified;Synechococcales;Synechococcaceae;unclassified,721,6,0,24475.809741372275,0.0133522495502572,
ERR538184,23,2688544524__102-819,Bacteria;Cyanobacteria;unclassified;Synechococcales;Synechococcaceae;Synechococcus_sp_WH_8103,718,2,0,8192.692118630182,0.0044693462979273,
ERR538184,23,2717402201__93-789,Bacteria;Cyanobacteria;unclassified;Synechococcales;Prochloraceae;Prochlorococcus_sp_AG-670-L16,697,1,0,4219.765381044814,0.0023020018952021,
ERR538184,23,2717734730__93-789,Bacteria;Cyanobacteria;unclassified;Synechococcales;Prochloraceae;Prochlorococcus_sp_AG-459-A09,697,1,0,4219.765381044814,0.0023020018952021,
ERR538184,23,2790333392__93-810,Bacteria;Cyanobacteria;unclassified;Synechococcales;Synechococcaceae;Cyanobium_sp_MED195,718,2,0,8192.692118630182,0.0044693462979273,
ERR538184,23,2792983275__102-819,Bacteria;Cyanobacteria;unclassified;Synechococcales;Synechococcaceae;Synechococcus_sp_MED650,718,2,0,8192.692118630182,0.0044693462979273,
ERR538184,23,2889372501__102-819,Bacteria;Cyanobacteria;unclassified;Synechococcales;Synechococcaceae;uncultured_Synechococcus_sp,718,1,0,4096.346059315091,0.0022346731489636,
ERR538184,23,316278.SAMEA3138265.SynRCC307_2195__114-834,Bacteria;Cyanobacteria;;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp._RCC307,721,4,0,16317.206494248185,0.0089014997001714,
ERR538184,23,59924.SAMN02769564.EV03_1213__102-798,Bacteria;Cyanobacteria;;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus,697,1,0,4219.765381044814,0.0023020018952021,
ERR538184,23,640547154__114-834,Bacteria;Cyanobacteria;unclassified;Synechococcales;Synechococcaceae;Synechococcus_sp_RCC307,721,7,0,28555.111364934324,0.0155776244753,
ERR538184,23,CAMNT_0020584589__c920-206,"Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Fragilariophyceae;Fragilariophycidae;Thalassionemales;Thalassionemataceae;Thalassionema;Thalassionema_frauenfeldii,_Strain_CCMP_1798",717,2,0,8204.118467470671,0.0044755796958323,Diatoms
ERR538184,23,CAMNT_0034502935__c2029-1324,"Eukaryota;Alveolata;Dinophyceae;Thoracosphaerales;Thoracosphaeraceae;Apocalathium;Peridinium_aciculiferum,_Strain_PAER_2",708,1,0,4154.204054503157,0.0022662363290337,Dinoflagellates
ERR538184,23,CAMNT_0042187039__213-930,"Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Chaetocerotophycidae;Leptocylindrales;Leptocylindraceae;Leptocylindrus;Leptocylindrus_danicus,_Strain_CCMP1856",717,1,0,4102.059233735336,0.0022377898479161,Diatoms
ERR538184,23,CAMNT_0045055861__645-1327,"Eukaryota;Alveolata;Dinophyceae;Thoracosphaerales;Thoracosphaeraceae;Scrippsiella;Scrippsiella_hangoei-like,_Strain_SHHI-4",684,1,0,4299.965600275198,0.0023457533932103,Dinoflagellates
ERR538184,23,CK_Pro_NATL1A_03081_LLI_LLI_Hba__102-798,Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus,697,1,0,4219.765381044814,0.0023020018952021,
ERR538184,23,CK_Syn_A15-24_00370_III_IIIa_3c__102-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,718,4,0,16385.384237260365,0.0089386925958546,
ERR538184,23,CK_Syn_A15-28_00361_III_IIIb_3c__102-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,718,1,0,4096.346059315091,0.0022346731489636,
ERR538184,23,CK_Syn_MEDNS5_00360_VI_VIa_3c__93-810,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,718,9,0,36867.11453383582,0.0201120583406729,
ERR538184,23,CK_Syn_MINOS11_02365_5.3_5.3_3dB__99-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,721,8,0,32634.41298849637,0.0178029994003429,
ERR538184,23,CK_Syn_PROS-7-1_00437_VI_VIb_2__93-810,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,718,2,0,8192.692118630182,0.0044693462979273,
ERR538184,23,CK_Syn_RCC307_02195_5.3_5.3_3eA__99-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,721,5,0,20396.50811781023,0.0111268746252143,
ERR538184,23,CK_Syn_WH7805_07406_VI_VIa_2__93-810,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus_sp.,718,1,0,4096.346059315091,0.0022346731489636,
ERR538184,23,JCVI_READ_2163979__c988-271,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,4096.346059315091,0.0022346731489636,
ERR538184,23,JCVI_READ_250566__c1008-291,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,4,0,16385.384237260365,0.0089386925958546,
ERR538184,23,JCVI_READ_3044807__201-918,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,4096.346059315091,0.0022346731489636,
ERR538184,23,JCVI_READ_485725__c737-47,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,691,2,0,8512.811781731505,0.0046439806684686,
ERR538184,23,JCVI_READ_571757__c772-169,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,604,1,0,4869.497467861317,0.0026564492068806,
ERR538184,23,JCVI_READ_579321__c915-210,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,706,1,0,4165.972337943676,0.0022726562619772,
ERR538184,23,MATOU.v2.103151929__c1156-427,Eukaryota;Haptista;Haptophyta,730,1,0,4029.0088638195,0.00219793879583,Haptophytes
ERR538184,23,MATOU.v2.103284241__c260-2,Eukaryota;Sar;Alveolata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Lepidodinium,259,1,0,11355.893708834885,0.0061949626291733,Dinoflagellates
ERR538184,23,MATOU.v2.104463460__c436-181,Eukaryota;Sar;Alveolata;Dinophyceae,256,1,0,11488.970588235294,0.006267559847484,Dinoflagellates
ERR538184,23,MATOU.v2.104965892__3-318,Eukaryota,316,1,0,9307.520476545047,0.005077516838468,Other eukaryotic phytoplankton
ERR538184,23,MATOU.v2.105918394__3-600,Eukaryota;Sar;Alveolata;Dinophyceae,598,1,0,4918.355301987016,0.0026831025434045,Dinoflagellates
ERR538184,23,MATOU.v2.108016125__c932-218,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,715,1,0,4113.533525298231,0.0022440493999383,Diatoms
ERR538184,23,MATOU.v2.108160474__327-1032,Eukaryota;Sar;Alveolata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum,706,2,0,8331.944675887353,0.0045453125239544,Dinoflagellates
ERR538184,23,MATOU.v2.108160475__327-990,Eukaryota;Sar;Alveolata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum,664,1,0,4429.482636428065,0.0024164086158974,Dinoflagellates
ERR538184,23,MATOU.v2.1085909__315-1023,Eukaryota;Sar;Alveolata;Dinophyceae;Gymnodiniales;Gymnodiniaceae,709,2,0,8296.689620841284,0.0045260798898615,Dinoflagellates
ERR538184,23,MATOU.v2.1106269__c970-250,Eukaryota;Sar;Stramenopiles;Ochrophyta;Pinguiophyceae;Pinguiochrysidales,721,3,0,12237.904870686138,0.0066761247751286,Other eukaryotic phytoplankton
ERR538184,23,MATOU.v2.114983737__228-951,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis,724,1,0,4062.398440038999,0.0022161537582263,Haptophytes
ERR538184,23,MATOU.v2.119786231__c860-671,Eukaryota;Sar;Alveolata;Dinophyceae,190,2,0,30959.752321981425,0.0168894244311148,Dinoflagellates
ERR538184,23,MATOU.v2.124310418__c443-53,Eukaryota;Sar;Alveolata;Dinophyceae,391,1,0,7522.190461862494,0.0041035685957951,Dinoflagellates
ERR538184,23,MATOU.v2.126370645__132-566,Eukaryota;Sar;Alveolata;Dinophyceae;Suessiales;Suessiaceae;Polarella;Polarella,435,1,0,6761.325219743069,0.0036884949907032,Dinoflagellates
ERR538184,23,MATOU.v2.12686047__c329-209,Eukaryota;Sar;Alveolata;Dinophyceae,121,1,0,24307.243558580456,0.0132602919087265,Dinoflagellates
ERR538184,23,MATOU.v2.137338673__102-807,Eukaryota;Sar;Alveolata;Dinophyceae,706,1,0,4165.972337943676,0.0022726562619772,Dinoflagellates
ERR538184,23,MATOU.v2.140072652__219-936,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,718,1,0,4096.346059315091,0.0022346731489636,Diatoms
ERR538184,23,MATOU.v2.146740940__c911-194,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,718,1,0,4096.346059315091,0.0022346731489636,Diatoms
ERR538184,23,MATOU.v2.151276187__c796-76,Eukaryota;Sar;Stramenopiles;Ochrophyta;Pelagophyceae,721,1,0,4079.301623562046,0.0022253749250428,Pelagophytes
ERR538184,23,MATOU.v2.1568391__3-201,Eukaryota;Haptista;Haptophyta,199,1,0,14779.781259237365,0.0080627905575673,Haptophytes
ERR538184,23,MATOU.v2.18070369__c339-45,Eukaryota;Haptista;Haptophyta,295,1,0,9970.089730807576,0.005438967189681,Haptophytes
ERR538184,23,MATOU.v2.18080452__c488-8,Eukaryota,481,2,0,12229.423994129877,0.0066714982160328,Other eukaryotic phytoplankton
ERR538184,23,MATOU.v2.18297957__213-909,Eukaryota;Sar;Alveolata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Lepidodinium,697,2,0,8439.530762089627,0.0046040037904043,Dinoflagellates
ERR538184,23,MATOU.v2.2051989__c783-306,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,478,6,0,36918.533103618014,0.0201401086312457,
ERR538184,23,MATOU.v2.24805360__c639-1,Eukaryota;Sar;Alveolata;Dinophyceae,639,1,0,4602.780079167817,0.0025109472941407,Dinoflagellates
ERR538184,23,MATOU.v2.26257742__c818-110,Eukaryota;Sar;Alveolata;Dinophyceae,709,4,0,16593.379241682567,0.009052159779723,Dinoflagellates
ERR538184,23,MATOU.v2.26417670__c576-138,Eukaryota;Sar;Alveolata;Dinophyceae,439,1,0,6699.718611818304,0.0036548868358904,Dinoflagellates
ERR538184,23,MATOU.v2.26428939__330-1038,Eukaryota;Sar;Alveolata;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa,709,1,0,4148.344810420642,0.0022630399449307,Dinoflagellates
ERR538184,23,MATOU.v2.28592519__189-921,Eukaryota;Sar;Stramenopiles;Ochrophyta;Chrysophyceae,733,1,0,4012.519059465532,0.002188943139094,Other eukaryotic phytoplankton
ERR538184,23,MATOU.v2.28642681__237-960,Eukaryota;Haptista;Haptophyta,724,1,0,4062.398440038999,0.0022161537582263,Haptophytes
ERR538184,23,MATOU.v2.28642682__237-891,Eukaryota;Haptista;Haptophyta,655,1,0,4490.34575662326,0.0024496111770319,Haptophytes
ERR538184,23,MATOU.v2.28655225__270-873,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae,604,1,0,4869.497467861317,0.0026564492068806,Haptophytes
ERR538184,23,MATOU.v2.28730044__87-747,Eukaryota;Viridiplantae;Chlorophyta;prasinophytes,661,1,0,4449.586188484471,0.0024273756746685,Chlorophytes
ERR538184,23,MATOU.v2.2893215__c701-104,Eukaryota;Sar;Alveolata;Dinophyceae,598,1,0,4918.355301987016,0.0026831025434045,Dinoflagellates
ERR538184,23,MATOU.v2.29221421__3-603,Eukaryota;Sar;Stramenopiles;Ochrophyta;Pinguiophyceae;Pinguiochrysidales;Pinguiochrysidaceae,601,1,0,4893.804443574435,0.002669709352672,Other eukaryotic phytoplankton
ERR538184,23,MATOU.v2.2982851__3-618,Eukaryota;Sar;Alveolata;Dinophyceae,616,1,0,4774.637127578304,0.0026047001963569,Dinoflagellates
ERR538184,23,MATOU.v2.30647974__c887-170,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,4096.346059315091,0.0022346731489636,
ERR538184,23,MATOU.v2.30650983__3-618,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,616,12,0,57295.64553093965,0.0312564023562839,
ERR538184,23,MATOU.v2.30685440__c658-1,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,658,4,0,17879.492222420882,0.0097537709480602,
ERR538184,23,MATOU.v2.31291758__3-198,Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Alexandrium,196,3,0,45018.00720288116,0.0245586018513659,Dinoflagellates
ERR538184,23,MATOU.v2.31375126__c487-190,Eukaryota;Sar;Alveolata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Lepidodinium,298,1,0,9869.71969996052,0.0053842124864292,Dinoflagellates
ERR538184,23,MATOU.v2.31684608__294-990,Eukaryota;Sar;Alveolata;Dinophyceae;dinoflagellate_with_green_alga-derived_plastids,697,1,0,4219.765381044814,0.0023020018952021,Dinoflagellates
ERR538184,23,MATOU.v2.31996251__234-963,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Haptolina;Haptolina,730,1,0,4029.0088638195,0.00219793879583,Haptophytes
ERR538184,23,MATOU.v2.31996253__234-963,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Haptolina;Haptolina,730,1,0,4029.0088638195,0.00219793879583,Haptophytes
ERR538184,23,MATOU.v2.32014258__c921-198,Eukaryota;Haptista;Haptophyta,724,1,0,4062.398440038999,0.0022161537582263,Haptophytes
ERR538184,23,MATOU.v2.34673424__210-540,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Chaetocerotophycidae;Leptocylindrales;Leptocylindraceae;Leptocylindrus;Leptocylindrus,331,1,0,8885.72951839346,0.0048474178880843,Diatoms
ERR538184,23,MATOU.v2.35102237__216-942,Eukaryota;Sar;Stramenopiles;Ochrophyta;Dictyochophyceae,727,1,0,4045.634760093859,0.0022070086945748,Other eukaryotic phytoplankton
ERR538184,23,MATOU.v2.35114213__240-963,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis,724,1,0,4062.398440038999,0.0022161537582263,Haptophytes
ERR538184,23,MATOU.v2.35128827__192-876,Eukaryota;Viridiplantae;Chlorophyta;prasinophytes;Pycnococcaceae,685,2,0,8587.376556462,0.0046846578714041,Chlorophytes
ERR538184,23,MATOU.v2.35173086__3-609,Eukaryota;Viridiplantae;Chlorophyta,607,1,0,4845.430758794457,0.0026433201333705,Chlorophytes
ERR538184,23,MATOU.v2.35211537__c332-1,Eukaryota;Haptista;Haptophyta,332,1,0,8858.96527285613,0.0048328172317949,Haptophytes
ERR538184,23,MATOU.v2.35905605__c786-330,Eukaryota;Haptista;Haptophyta,457,3,0,19307.50418329257,0.010532792041286,Haptophytes
ERR538184,23,MATOU.v2.35955145__69-588,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta,520,2,0,11312.217194570136,0.0061711358498304,Diatoms
ERR538184,23,MATOU.v2.38378273__c854-149,Eukaryota;Sar;Alveolata;Dinophyceae,706,2,0,8331.944675887353,0.0045453125239544,Dinoflagellates
ERR538184,23,MATOU.v2.39711825__3-394,Eukaryota;Sar;Alveolata;Dinophyceae,392,2,0,15006.002400960384,0.0081862006171219,Dinoflagellates
ERR538184,23,MATOU.v2.40110056__339-1035,Eukaryota;Sar;Alveolata;Dinophyceae;dinoflagellate_with_green_alga-derived_plastids,697,1,0,4219.765381044814,0.0023020018952021,Dinoflagellates
ERR538184,23,MATOU.v2.40129565__c437-137,Eukaryota;Viridiplantae;Chlorophyta;prasinophytes;Pycnococcaceae,301,1,0,9771.350400625366,0.0053305492390561,Chlorophytes
ERR538184,23,MATOU.v2.42216387__c839-167,Eukaryota;Viridiplantae;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcaceae;Prasinococcus,673,2,0,8740.4947120007,0.0047681881752032,Chlorophytes
ERR538184,23,MATOU.v2.43396806__249-972,Eukaryota;Haptista;Haptophyta,724,1,0,4062.398440038999,0.0022161537582263,Haptophytes
ERR538184,23,MATOU.v2.43703108__3-651,Eukaryota;Sar;Alveolata;Dinophyceae;Thoracosphaerales;Thoracosphaeraceae,649,2,0,9063.717937097796,0.0049445156269827,Dinoflagellates
ERR538184,23,MATOU.v2.44298242__c866-173,Eukaryota;Sar;Alveolata;Dinophyceae;Gymnodiniales;Kareniaceae,694,1,0,4238.006441769791,0.0023119529120402,Dinoflagellates
ERR538184,23,MATOU.v2.44343798__c995-383,Eukaryota;Haptista;Haptophyta,613,1,0,4798.004030323385,0.0026174475056376,Haptophytes
ERR538184,23,MATOU.v2.44343798__c995-383,Eukaryota,613,1,0,4798.004030323385,0.0026174475056376,Other eukaryotic phytoplankton
ERR538184,23,MATOU.v2.44400285__c1095-369,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Prymnesiales,727,1,0,4045.634760093859,0.0022070086945748,Haptophytes
ERR538184,23,MATOU.v2.44862887__228-945,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Mediophyceae;Cymatosirophycidae;Cymatosirales;Cymatosiraceae,718,4,0,16385.384237260365,0.0089386925958546,Diatoms
ERR538184,23,MATOU.v2.47136917__297-1026,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Coccosphaerales;Pontosphaeraceae;Scyphosphaera,730,1,0,4029.0088638195,0.00219793879583,Haptophytes
ERR538184,23,MATOU.v2.48448067__c1089-360,Eukaryota;Haptista;Haptophyta,730,1,0,4029.0088638195,0.00219793879583,Haptophytes
ERR538184,23,MATOU.v2.49640376__216-945,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae,730,1,0,4029.0088638195,0.00219793879583,Haptophytes
ERR538184,23,MATOU.v2.51056309__c1042-313,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae,730,1,0,4029.0088638195,0.00219793879583,Haptophytes
ERR538184,23,MATOU.v2.52643097__c310-88,Eukaryota;Sar;Stramenopiles;Ochrophyta;Chrysophyceae,223,1,0,13189.132155104196,0.0071950462823134,Other eukaryotic phytoplankton
ERR538184,23,MATOU.v2.53856596__c518-1,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Prymnesiales,518,1,0,5677.946854417442,0.0030974813145866,Haptophytes
ERR538184,23,MATOU.v2.56899276__273-825,Eukaryota;Sar;Alveolata;Dinophyceae,553,1,0,5318.583129454313,0.0029014381934103,Dinoflagellates
ERR538184,23,MATOU.v2.58724007__435-1125,Eukaryota;Viridiplantae;Chlorophyta;prasinophytes,691,1,0,4256.405890865753,0.0023219903342343,Chlorophytes
ERR538184,23,MATOU.v2.60989155__c731-98,Eukaryota;Sar;Alveolata;Dinophyceae;Peridiniales,634,1,0,4639.079606606049,0.002530749717596,Dinoflagellates
ERR538184,23,MATOU.v2.60991037__3-672,Eukaryota;Sar;Alveolata;Dinophyceae;dinoflagellate_with_green_alga-derived_plastids,670,1,0,4389.815627743635,0.002394769135755,Dinoflagellates
ERR538184,23,MATOU.v2.62009643__246-960,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae,715,1,0,4113.533525298231,0.0022440493999383,Diatoms
ERR538184,23,MATOU.v2.6880452__c495-180,Eukaryota;Haptista;Haptophyta,316,1,0,9307.520476545047,0.005077516838468,Haptophytes
ERR538184,23,MATOU.v2.70808828__3-363,Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales,361,1,0,8147.303242626691,0.0044445853766091,Dinoflagellates
ERR538184,23,MATOU.v2.72536655__33-738,Eukaryota;Sar;Alveolata;Dinophyceae,706,1,0,4165.972337943676,0.0022726562619772,Dinoflagellates
ERR538184,23,MATOU.v2.74513760__c319-1,Eukaryota;Sar;Alveolata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum,319,1,0,9219.988936013277,0.0050297658964135,Dinoflagellates
ERR538184,23,MATOU.v2.74518441__210-501,Eukaryota;Sar;Alveolata;Dinophyceae,292,1,0,10072.522159548753,0.005494846989575,Dinoflagellates
ERR538184,23,MATOU.v2.77011913__237-960,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis,724,1,0,4062.398440038999,0.0022161537582263,Haptophytes
ERR538184,23,MATOU.v2.77084999__204-345,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae,142,1,0,20712.510356255178,0.0112992628236331,Haptophytes
ERR538184,23,MATOU.v2.79392754__c759-48,Eukaryota;Sar;Alveolata;Dinophyceae;dinoflagellate_with_green_alga-derived_plastids,712,1,0,4130.865829477859,0.0022535046642639,Dinoflagellates
ERR538184,23,MATOU.v2.80914576__c776-71,Eukaryota;Sar;Alveolata;Dinophyceae;Gymnodiniales;Kareniaceae,706,2,0,8331.944675887353,0.0045453125239544,Dinoflagellates
ERR538184,23,MATOU.v2.84926363__c707-236,Eukaryota;Sar;Alveolata;Dinophyceae;Gymnodiniales;Kareniaceae,472,1,0,6231.306081754736,0.0033993544935506,Dinoflagellates
ERR538184,23,MATOU.v2.85053895__c1194-465,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Prymnesiales,730,2,0,8058.017727639,0.00439587759166,Haptophytes
ERR538184,23,MATOU.v2.87217901__c914-191,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Coccolithales,724,1,0,4062.398440038999,0.0022161537582263,Haptophytes
ERR538184,23,MATOU.v2.88018947__c797-101,Eukaryota;Sar;Alveolata;Dinophyceae;dinoflagellate_with_green_alga-derived_plastids,697,2,0,8439.530762089627,0.0046040037904043,Dinoflagellates
ERR538184,23,MATOU.v2.88057522__c672-138,Eukaryota;Sar;Alveolata;Dinophyceae;dinoflagellate_with_green_alga-derived_plastids,535,1,0,5497.526113249038,0.0029990566746839,Dinoflagellates
