gene_id	length	mapped_counts	unmapped_counts	RPKM	RPKM_abund
CK_Pro_SB_00994_HLII_HLII_Lba__93-789	697	0	0	0.0	0.0
CK_Pro_SS120_00257_LLII_LLII_Hba__93-786	694	0	0	0.0	0.0
CK_Pro_SS2_01867_LLII_LLII_Hba__93-786	694	0	0	0.0	0.0
CK_Pro_SS35_01634_LLII_LLII_Hba__93-786	694	0	0	0.0	0.0
CK_Pro_SS51_01085_LLII_LLII_Hba__93-786	694	0	0	0.0	0.0
CK_Pro_SS52_00011_LLII_LLII_Hba__66-759	694	0	0	0.0	0.0
CK_Pro_UH18301_00250_HLII_HLII_Lba__93-789	697	0	0	0.0	0.0
CK_Syn_A15-127_00338_WPC1_WPC1_3c__102-819	718	9	0	3756.313737340179	0.0023166532646043355
CK_Syn_A15-24_00370_III_IIIa_3c__102-819	718	6	0	2504.2091582267863	0.0015444355097362238
CK_Syn_A15-28_00361_III_IIIb_3c__102-819	718	4	0	1669.4727721511908	0.0010296236731574826
CK_Syn_A15-44_00303_II_IIa_2__102-819	718	1	0	417.3681930377977	0.00025740591828937064
CK_Syn_A15-60_00394_VII_VIIa_3c__93-810	718	0	0	0.0	0.0
CK_Syn_A15-62_00333_II_IIc_3dB__102-819	718	1	0	417.3681930377977	0.00025740591828937064
CK_Syn_A18-25c_00364_VII_VIIa_3c__93-810	718	0	0	0.0	0.0
CK_Syn_A18-40_00312_III_IIIa_3dB__102-819	718	12	0	5008.4183164535725	0.0030888710194724475
CK_Syn_A18-46.1_00328_III_IIIa_3c__102-819	718	16	0	6677.891088604763	0.00411849469262993
CK_Syn_BIOS-E4-1_00462_CRD1_CRD1b_3cA__93-810	718	0	0	0.0	0.0
CK_Syn_BIOS-U3-1_00422_CRD1_CRD1a_3dA__93-810	718	0	0	0.0	0.0
CK_Syn_BL107_08129_IV_IVa_3dA__99-816	718	2	0	834.7363860755954	0.0005148118365787413
CK_Syn_BMK-MC-1_00467_V_V_2__93-810	718	0	0	0.0	0.0
CK_Syn_BOUM118_00316_III_IIIa_3c__102-819	718	18	0	7512.627474680358	0.004633306529208671
CK_Syn_CB0101_13259_5.2_5.2A_1__93-810	718	0	0	0.0	0.0
CK_Syn_CB0205_03943_5.2_5.2A_2__93-810	718	0	0	0.0	0.0
CK_Syn_CC9311_00353_I_Ia_3dA__93-810	718	0	0	0.0	0.0
CK_Syn_CC9605_00299_II_IIc_3c__102-819	718	15	0	6260.522895566965	0.003861088774340559
CK_Syn_CC9616_00375_EnvC_EnvC_n.a.__102-819	718	7	0	2921.5773512645837	0.0018018414280255941
CK_Syn_CC9902_02045_IV_IVa_3dA__99-816	718	0	0	0.0	0.0
CK_Syn_KORDI-100_04130_UC-A_UC-A_n.a.__102-819	718	0	0	0.0	0.0
CK_Syn_KORDI-49_03100_WPC1_WPC1_3aA__102-819	718	2	0	834.7363860755954	0.0005148118365787413
CK_Syn_KORDI-52_03110_II_IIa_3bB__102-819	718	0	0	0.0	0.0
CK_Syn_M16.1_00292_II_IIa_3a__102-819	718	0	0	0.0	0.0
CK_Syn_MEDNS5_00360_VI_VIa_3c__93-810	718	3	0	1252.1045791133931	0.0007722177548681119
CK_Syn_MINOS11_02365_5.3_5.3_3dB__99-819	721	11	0	4571.947279629024	0.002819683692995075
CK_Syn_MITS9220_00372_CRD1_CRD1a_3dA__93-810	718	0	0	0.0	0.0
CK_Syn_MVIR-18-1_00405_I_Ib_3aA__93-810	718	0	0	0.0	0.0
CK_Syn_NOUM97013_00385_VII_VIIb_3a__93-810	718	0	0	0.0	0.0
CK_Syn_PROS-7-1_00437_VI_VIb_2__93-810	718	0	0	0.0	0.0
CK_Syn_PROS-9-1_00372_I_Ib_3dA__93-810	718	0	0	0.0	0.0
CK_Syn_PROS-U-1_00388_II_IIh_3dB__102-819	718	38	0	15859.991335436313	0.009781424894996083
CK_Syn_RCC307_02195_5.3_5.3_3eA__99-819	721	11	0	4571.947279629024	0.002819683692995075
CK_Syn_ROS8604_00548_I_Ib_3a__93-810	718	1	0	417.3681930377977	0.00025740591828937064
CK_Syn_RS9902_00300_II_IIa_3c__102-819	718	1	0	417.3681930377977	0.00025740591828937064
CK_Syn_RS9907_00287_II_IIa_3a__102-819	718	2	0	834.7363860755954	0.0005148118365787413
CK_Syn_RS9909_00447_VIII_VIII_1__96-813	718	0	0	0.0	0.0
CK_Syn_RS9915_00353_III_IIIa_3dB__102-819	718	15	0	6260.522895566965	0.003861088774340559
CK_Syn_RS9916_39461_IX_IX_3dA__93-810	718	0	0	0.0	0.0
CK_Syn_RS9917_03588_VIII_VIII_1__96-813	718	0	0	0.0	0.0
CK_Syn_SYN20_00430_I_Ib_3a__93-810	718	0	0	0.0	0.0
CK_Syn_TAK9802_00296_II_IIa_3a__102-819	718	0	0	0.0	0.0
CK_Syn_WH5701_01150_5.2_5.2B_1__93-807	715	0	0	0.0	0.0
CK_Syn_WH7803_00353_V_V_3a__93-810	718	0	0	0.0	0.0
CK_Syn_WH7805_07406_VI_VIa_2__93-810	718	0	0	0.0	0.0
CK_Syn_WH8016_01496_I_Ib_3aA__93-810	718	0	0	0.0	0.0
CK_Syn_WH8020_00328_I_Ia_3dA__93-810	718	0	0	0.0	0.0
CK_Syn_WH8101_00399_VIII_VIII_1__96-813	718	0	0	0.0	0.0
CK_Syn_WH8102_00303_III_IIIa_3c__102-819	718	21	0	8764.732053793752	0.005405524284076783
CK_Syn_WH8103_00332_III_IIIa_3bB__102-819	718	25	0	10434.204825944942	0.006435147957234265
CK_Syn_WH8109_00304_II_IIa_3bB__102-819	718	2	0	834.7363860755954	0.0005148118365787413
1487953.SAMN02743038.GCA_000733415_00536__90-813	724	0	0	0.0	0.0
1173021.SAMN02261344.GCA_000332255_03019__93-816	724	0	0	0.0	0.0
1981054.SAMN06765959.GCA_002110465_03104__96-813	718	0	0	0.0	0.0
65093.SAMN02232029.PCC7418_2711__159-891	733	0	0	0.0	0.0
582515.SAMN02470146.KR51_00036590__96-819	724	0	0	0.0	0.0
247279.SAMN05890687.NIES1031_18985__96-819	724	0	0	0.0	0.0
113355.SAMN02256519.GCA_000332235_01307__96-819	724	0	0	0.0	0.0
1615909.SAMD00025579.GM3708_3366__96-819	724	0	0	0.0	0.0
1617448.SAMD00027151.GM3709_1353__96-819	724	0	0	0.0	0.0
102232.SAMN02261353.GLO73106DRAFT_00019020__102-828	727	0	0	0.0	0.0
1173026.SAMN02261347.Glo7428_0917__96-819	724	0	0	0.0	0.0
755178.SAMN02261329.Cyan10605_1843__96-819	724	0	0	0.0	0.0
1562720.SAMN04633587.A5482_12045__96-819	724	0	0	0.0	0.0
292563.SAMN02232010.Cyast_1803__96-819	724	0	0	0.0	0.0
1134457.SAMN02469974.O53_4194__96-819	724	0	0	0.0	0.0
1160280.PRJEA88171.MICCA_730011__96-819	724	0	0	0.0	0.0
1160281.PRJEA88173.MICAC_3160012__96-819	724	0	0	0.0	0.0
1160282.PRJEA88177.MICAE_540087__96-819	724	0	0	0.0	0.0
1160283.PRJEA88179.MICAF_550002__96-819	724	0	0	0.0	0.0
1160284.PRJEA88181.MICAG_550001__96-819	724	0	0	0.0	0.0
1160285.PRJEA88199.MICAH_630011__96-819	724	0	0	0.0	0.0
1160286.PRJEA88479.MICAB_4450002__96-819	724	0	0	0.0	0.0
1641812.SAMN03480410.MYAER_2809__96-819	724	0	0	0.0	0.0
1698524.SAMN03955402.amyaer_2846__96-819	724	0	0	0.0	0.0
1885576.SAMN05468009.BEV12_17075__96-819	724	0	0	0.0	0.0
1903187.SAMN05786724.BH695_3758__96-819	724	0	0	0.0	0.0
1960155.SAMN06339528.B1L04_26980__96-819	724	0	0	0.0	0.0
213618.PRJEA88175.MICAD_260019__96-819	724	0	0	0.0	0.0
449439.SAMD00020207.N44_04767__96-819	724	0	0	0.0	0.0
449441.SAMN03329508.OA58_14230__96-819	724	0	0	0.0	0.0
449447.SAMD00060936.MAE_44250__96-819	724	0	0	0.0	0.0
482300.SAMN02471935.MAESPC_01630__96-819	724	0	0	0.0	0.0
1638788.SAMN03392520.VL20_2536__96-819	724	0	0	0.0	0.0
1618023.SAMN03354289.UH38_03790__96-819	724	0	0	0.0	0.0
251229.SAMN02261359.Chro_1402__93-810	718	0	0	0.0	0.0
1188229.SAMN05853575.GlitD10_0666__114-837	724	0	0	0.0	0.0
1710895.SAMN04028820.AN483_12275__93-816	724	0	0	0.0	0.0
1803587.SAMN04495916.GCA_001593825_01061__93-816	724	0	0	0.0	0.0
284502.SAMN02485748.GCA_000521175_04914__93-816	724	0	0	0.0	0.0
1170768.SAMN05181448.CENA302_07620__93-816	724	0	0	0.0	0.0
1170769.SAMN06579177.B7O87_02815__93-816	724	0	0	0.0	0.0
1810942.SAMN04530926.GCA_001586755_03070__93-816	724	0	0	0.0	0.0
533240.SAMN02470243.CRC_03278__93-816	724	0	0	0.0	0.0
533243.SAMN05301155.BCV63_00330__93-816	724	0	0	0.0	0.0
940191.SAMN05301168.BCV64_09995__93-816	724	0	0	0.0	0.0
1747196.SAMN04221094.ASL19_08080__93-816	724	0	0	0.0	0.0
398007.SAMN02471998.GCA_000426905_02007__93-816	724	0	0	0.0	0.0
553470.SAMN02471999.GCA_000426925_00873__93-816	724	0	0	0.0	0.0
1819295.SAMN04570624.A2T98_19960__96-819	724	0	0	0.0	0.0
313624.SAMN01915661.NSP_14310__3-690	688	0	0	0.0	0.0
533247.SAMN02470244.CRD_01592__93-816	724	0	0	0.0	0.0
184925.SAMN02469882.GCA_000317265_00141__93-816	724	0	0	0.0	0.0
211165.SAMN02469883.GCA_000317285_03292__93-816	724	0	0	0.0	0.0
643473.SAMN02261254.GCA_000332295_05103__93-816	724	0	0	0.0	0.0
210994.SAMN05890685.NIES592_09900__93-816	724	0	0	0.0	0.0
306281.SAMN02469884.GCA_000317205_00498__93-816	724	0	0	0.0	0.0
1752063.SAMD00042785.FIS3754_36140__93-816	724	0	0	0.0	0.0
1173023.SAMN02441755.GCA_000447295_02961__93-816	724	0	0	0.0	0.0
1173024.SAMN02597161.GCA_000517105_03142__90-813	724	0	0	0.0	0.0
98439.SAMN02469885.GCA_000317225_04428__93-816	724	0	0	0.0	0.0
1704290.SAMN04002543.AMR41_22805__93-816	724	0	0	0.0	0.0
272123.SAMN02232008.Anacy_0125__93-816	724	0	0	0.0	0.0
1811979.SAMN04536954.GCA_001597745_04208__93-816	724	0	0	0.0	0.0
46234.SAMN02604187.ANA_C13690__93-816	724	0	0	0.0	0.0
1710891.SAMN04028827.AN490_02285__93-816	724	0	0	0.0	0.0
1678133.SAMN04028823.AN486_19095__93-816	724	0	0	0.0	0.0
52271.SAMN04536551.GCA_001597855_04211__93-816	724	0	0	0.0	0.0
1710892.SAMN04028828.AN482_06765__93-816	724	0	0	0.0	0.0
163908.SAMN02261341.GCA_000332135_00316__93-816	724	0	0	0.0	0.0
1647413.SAMN03568000.AA650_21785__93-816	724	0	0	0.0	0.0
1710889.SAMN04028825.AN488_09460__93-816	724	0	0	0.0	0.0
56107.SAMN02261342.Cylst_4263__93-816	724	0	0	0.0	0.0
224013.SAMN03796038.ACX27_22745__93-816	724	0	0	0.0	0.0
63737.SAMN02598449.Npun_F4810__93-816	724	0	0	0.0	0.0
1881015.SAMN05416363.BCD64_18705__93-816	724	0	0	0.0	0.0
1751286.SAMD00042755.NOS3756_24380__93-816	724	0	0	0.0	0.0
317936.SAMN02261332.Nos7107_4549__93-816	724	0	0	0.0	0.0
28072.SAMN02261333.Nos7524_3578__93-816	724	0	0	0.0	0.0
1165094.SAMEA2272692.RINTHH_8060__96-825	730	0	0	0.0	0.0
551115.SAMN02598476.Aazo_1898__93-816	724	0	0	0.0	0.0
1853259.SAMN05208169.GCA_001858025_02625__93-816	724	0	0	0.0	0.0
240292.SAMN02598253.Ava_1843__93-816	724	0	0	0.0	0.0
1170562.SAMN02261327.Cal6303_0820__93-816	724	0	0	0.0	0.0
1337936.SAMN02909965.IJ00_22430__93-816	724	0	0	0.0	0.0
1137096.SAMN05890688.NIES2101_35270__93-816	724	0	0	0.0	0.0
32057.SAMN02261256.GCA_000331305_06879__93-816	724	0	0	0.0	0.0
99598.SAMN02261328.Cal7507_1689__96-819	724	0	0	0.0	0.0
373994.SAMN02232049.Riv7116_0962__102-825	724	0	0	0.0	0.0
128403.SAMN02469880.WA1_27600__90-813	724	0	0	0.0	0.0
1137095.SAMN05890690.NIES2130_26460__93-816	724	0	0	0.0	0.0
1233231.SAMN03274355.SD80_04775__93-816	724	0	0	0.0	0.0
221288.SAMN02261251.GCA_000315565_00670__93-816	724	0	0	0.0	0.0
1469607.SAMN00203911.GCA_000582685_05436__96-819	724	0	0	0.0	0.0
1479485.SAMN02697214.DA73_0219005__90-813	724	0	0	0.0	0.0
1188.SAMN03450030.FDUTEX481_03371__93-816	724	0	0	0.0	0.0
1128427.SAMN02256433.GCA_000380225_03128__96-819	724	0	0	0.0	0.0
1805291.SAMN04328299.AUK43_15845__93-822	730	0	0	0.0	0.0
1805292.SAMN04328304.AUK48_00465__123-849	727	0	0	0.0	0.0
864702.SAMN02261267.OsccyDRAFT_3451__90-810	721	0	0	0.0	0.0
118168.SAMN02436227.MC7420_6988__75-801	727	0	0	0.0	0.0
1643526.SAMN04892670.GCA_001657325_01233__96-819	724	0	0	0.0	0.0
102127.SAMN02261249.GCA_000332355_03666__96-819	724	0	0	0.0	0.0
1173025.SAMN02261348.GEI7407_0822__90-810	721	0	0	0.0	0.0
111611.SAMN04267304.GCA_001870905_03078__90-813	724	0	0	0.0	0.0
1925591.SAMN05823501.BI308_25305__87-810	724	0	0	0.0	0.0
43989.SAMN02604312.cce_2572__102-819	718	0	0	0.0	0.0
860575.SAMN02256525.GCA_000231425_04080__96-813	718	0	0	0.0	0.0
65393.SAMN00000286.PCC7424_4931__96-813	718	0	0	0.0	0.0
395961.SAMN00000655.Cyan7425_0497__87-810	724	0	0	0.0	0.0
497965.SAMN00000663.Cyan7822_3522__96-813	718	0	0	0.0	0.0
41431.SAMN00000280.PCC8801_4328__96-813	718	0	0	0.0	0.0
395962.SAMN00000634.Cyan8802_4391__96-813	718	0	0	0.0	0.0
1781255.SAMN05788062.BH720_09320__90-813	724	0	0	0.0	0.0
1173022.SAMN02261349.Cri9333_3232__93-816	724	0	0	0.0	0.0
513049.SAMN02441783.AmaxDRAFT_1573__93-822	730	0	0	0.0	0.0
1738638.SAMN04192332.AP285_26740__93-822	730	0	0	0.0	0.0
459495.SAMN02470135.SPLC1_S510440__99-828	730	0	0	0.0	0.0
634502.SAMN02344446.APPUASWS_026495__93-822	730	0	0	0.0	0.0
696747.SAMD00060970.NIES39_O06150__93-822	730	0	0	0.0	0.0
376219.SAMEA3283116.ARTHRO_40153__93-822	730	0	0	0.0	0.0
402777.SAMN02261340.GCA_000332155_04747__93-822	730	0	0	0.0	0.0
1173027.SAMN02261351.Mic7113_0086__93-816	724	0	0	0.0	0.0
756067.SAMN00713620.MicvaDRAFT_3810__99-825	727	0	0	0.0	0.0
1705388.SAMN04009103.AM228_03270__90-813	724	0	0	0.0	0.0
213631.SAMN02261500.GCA_000464725_04541__93-822	730	0	0	0.0	0.0
329545.SAMN02261503.GCA_000464825_01983__93-822	730	0	0	0.0	0.0
329553.SAMN02261499.GCA_000464665_02485__93-822	730	0	0	0.0	0.0
388467.SAMN02867752.A19Y_4665__99-828	730	0	0	0.0	0.0
545630.SAMN02261501.GCA_000464745_00476__93-822	730	0	0	0.0	0.0
1255359.SAMN02261502.GCA_000464805_00396__93-822	730	0	0	0.0	0.0
329562.SAMN00001876.GCA_000464845_03041__93-822	730	0	0	0.0	0.0
545626.SAMN02261504.GCA_000464765_01885__93-822	730	0	0	0.0	0.0
1255374.SAMN02261512.GCA_000464785_02433__93-822	730	0	0	0.0	0.0
1729650.SAMEA3590992.PL11201_310027__93-822	730	0	0	0.0	0.0
671072.SAMEA3590990.PL9214510064__93-822	730	0	0	0.0	0.0
203124.SAMN02598485.Tery_3917__87-816	730	0	0	0.0	0.0
1045877.SAMN03421272.GCA_000987385_02343__87-816	730	0	0	0.0	0.0
568701.SAMN05826285.BJP37_01425__99-813	715	0	0	0.0	0.0
1454205.SAMN05826284.BJP36_01540__99-813	715	0	0	0.0	0.0
1458985.SAMN05826283.BJP34_01570__99-813	715	0	0	0.0	0.0
1905009.SAMN02471690.BI334_00955__99-813	715	0	0	0.0	0.0
56110.SAMN02261334.Oscil6304_5396__90-813	724	0	0	0.0	0.0
179408.SAMN02261335.Osc7112_1687__99-825	727	0	0	0.0	0.0
1173028.SAMN02261253.GCA_000332335_05277__87-810	724	0	0	0.0	0.0
454136.SAMN05890689.NIES2119_30970__90-813	724	0	0	0.0	0.0
1666905.SAMN03785507.HLUCCO16_18860__96-819	724	0	0	0.0	0.0
549789.SAMN05890691.NIES30_05920__93-813	721	0	0	0.0	0.0
111780.SAMN02261352.Sta7437_1631__93-816	724	0	0	0.0	0.0
1921803.SAMN05890686.NIES593_18545__96-819	724	0	0	0.0	0.0
1541065.SAMN03020304.GCA_000756305_02208__93-813	721	0	0	0.0	0.0
1541065.SAMN03020304.GCA_000756305_04903__90-807	718	0	0	0.0	0.0
118163.SAMN02261346.Ple7327_0662__96-819	724	0	0	0.0	0.0
118161.SAMN02261343.GCA_000332195_03389__90-813	724	0	0	0.0	0.0
102125.SAMN02261354.Xen7305DRAFT_00019580__93-810	718	0	0	0.0	0.0
129961.SAMN02744077.GCA_001890765_03048__96-819	724	0	0	0.0	0.0
1173029.SAMN02261255.GCA_000314005_00890__99-822	724	0	0	0.0	0.0
329726.SAMN02604308.AM1_0526__90-798	709	0	0	0.0	0.0
1173020.SAMN02261345.Cha6605_4169__90-813	724	0	0	0.0	0.0
1934309.SAMN06220072.B0A82_10005__90-813	724	0	0	0.0	0.0
272134.SAMN02261250.GCA_000353285_01125__90-813	724	0	0	0.0	0.0
1922337.SAMN06074267.BST81_17220__93-816	724	0	0	0.0	0.0
1385935.SAMN02469314.N836_06450__51-774	724	0	0	0.0	0.0
1229172.SAMN02953965.GCA_000763385_01593__93-813	721	0	0	0.0	0.0
1552121.SAMD00020894.NIES2104_38710__87-810	724	0	0	0.0	0.0
1752064.SAMD00042786.LEP3755_26740__87-810	724	0	0	0.0	0.0
1080068.SAMD00045841.O77CONTIG1_03468__93-816	724	0	0	0.0	0.0
1173264.SAMN02261357.GCA_000332095_00869__93-816	724	0	0	0.0	0.0
102129.SAMN02256520.Lepto7375DRAFT_6014__93-816	724	0	0	0.0	0.0
111781.SAMN02232033.Lepto7376_0937__102-825	724	0	0	0.0	0.0
1497020.SAMN02725026.DO97_00550__90-810	721	0	0	0.0	0.0
1666911.SAMN03785498.HLUCCA11_12835__93-816	724	0	0	0.0	0.0
1850361.SAMN05003984.GCA_001650195_01909__90-813	724	0	0	0.0	0.0
1920490.SAMN06036084.GCA_001895925_00280__90-813	724	0	0	0.0	0.0
1147.SAMN02471775.D082_31600__75-789	715	0	0	0.0	0.0
1080228.SAMD00061000.SYNGTI_1902__96-810	715	0	0	0.0	0.0
1080229.SAMD00061001.SYNPCCN_1901__96-810	715	0	0	0.0	0.0
1080230.SAMD00060999.SYNPCCP_1901__96-810	715	0	0	0.0	0.0
1148.SAMD00060991.SYNGTS_1903__96-810	715	0	0	0.0	0.0
927677.SAMN02261355.GCA_000332075_00592__96-819	724	0	0	0.0	0.0
1041938.SAMN02954344.GCA_000218705_01266__93-789	697	0	0	0.0	0.0
1041939.SAMN02954344.GCA_000218745_01237__177-873	697	0	0	0.0	0.0
1219.SAMEA3368577.GCA_001180325_00764__93-789	697	0	0	0.0	0.0
146891.SAMN02603921.A9601_02491__138-834	697	0	0	0.0	0.0
167539.SAMN02603142.Pro_0257__93-786	694	0	0	0.0	0.0
167542.SAMN02603924.P9515_02601__93-789	697	1	0	429.9431314220068	0.00026516133333108764
167544.SAMN02769553.EU93_1799__93-789	697	0	0	0.0	0.0
167545.SAMN02769554.EU94_0080__93-789	697	0	0	0.0	0.0
167546.SAMN02603288.P9301_02501__138-834	697	0	0	0.0	0.0
167547.SAMN02769557.EU97_0913__93-789	697	0	0	0.0	0.0
167548.SAMN02769558.EU98_0938__93-789	697	0	0	0.0	0.0
167549.SAMN02769559.EU99_0742__93-789	697	0	0	0.0	0.0
167550.SAMN02769560.EV00_0615__93-789	697	0	0	0.0	0.0
167551.SAMN02769561.EV01_0482__93-789	697	0	0	0.0	0.0
167552.SAMN02769569.EV08_1867__93-786	694	0	0	0.0	0.0
167553.SAMN02769570.EV09_1634__93-786	694	0	0	0.0	0.0
167554.SAMN02769571.EV10_1085__93-786	694	0	0	0.0	0.0
167555.SAMN02603287.NATL1_03081__102-798	697	1	0	429.9431314220068	0.00026516133333108764
167556.SAMN02769565.EV04_1504__66-759	694	0	0	0.0	0.0
1801621.SAMN04490358.PMIT1312_01716__132-834	703	0	0	0.0	0.0
1801622.SAMN04490361.PMIT1318_02495__132-834	703	0	0	0.0	0.0
1801623.SAMN04490362.PMIT1320_02472__132-834	703	0	0	0.0	0.0
1801624.SAMN04490360.PMIT1313_02032__132-834	703	0	0	0.0	0.0
1801625.SAMN04490363.PMIT1323_02198__132-834	703	0	0	0.0	0.0
1801626.SAMN04490364.PMIT1327_02043__132-834	703	0	0	0.0	0.0
1801627.SAMN04490365.PMIT1342_02478__132-834	703	0	0	0.0	0.0
190047.SAMN02769549.PROCH_1972__93-789	697	9	0	3869.488182798061	0.002386451999979789
59919.SAMEA3138209.PMM0228__93-789	697	7	0	3009.601919954048	0.0018561293333176137
59920.SAMN00623057.PMN2A_1597__102-798	697	0	0	0.0	0.0
59921.SAMN02769552.EU92_1735__3-579	577	0	0	0.0	0.0
59922.SAMN02603917.P9303_23851__132-834	703	0	0	0.0	0.0
59924.SAMN02769564.EV03_1213__102-798	697	0	0	0.0	0.0
59925.SAMN02769550.EU91_0399__93-789	697	0	0	0.0	0.0
59926.SAMN02769562.EV02_0994__93-789	697	0	0	0.0	0.0
74545.SAMN02769556.EU96_1935__93-789	697	0	0	0.0	0.0
74546.SAMN02598321.PMT9312_0230__93-789	697	0	0	0.0	0.0
74547.SAMEA3138210.PMT_1800__132-834	703	0	0	0.0	0.0
93057.SAMN02769555.EU95_1767__3-579	577	0	0	0.0	0.0
93058.SAMN02436267.P9202_726__93-789	697	0	0	0.0	0.0
93059.SAMN00622972.P9211_02501__96-783	688	0	0	0.0	0.0
93060.SAMN02598410.P9215_02501__138-834	697	0	0	0.0	0.0
1961087.SAMN06345447.GCA_002025905_00555__93-789	697	0	0	0.0	0.0
1961091.SAMN06345451.GCA_002025865_01052__93-789	697	0	0	0.0	0.0
1961094.SAMN06345454.GCA_002025945_00399__93-789	697	0	0	0.0	0.0
1499498.SAMN02769566.EV05_0816__93-786	694	0	0	0.0	0.0
1499499.SAMN02769567.EV06_0546__93-786	694	0	0	0.0	0.0
1499500.SAMN02769568.EV07_0240__78-771	694	0	0	0.0	0.0
1501268.SAMN02769551.EW14_0272__93-789	697	0	0	0.0	0.0
1499502.SAMN02769573.EV12_1597__132-834	703	0	0	0.0	0.0
1499503.SAMN02769574.EV13_1134__132-834	703	0	0	0.0	0.0
1499504.SAMN02769575.EV14_1751__177-879	703	0	0	0.0	0.0
1501269.SAMN02769563.EW15_0321__102-798	697	0	0	0.0	0.0
1723647.SAMN04100954.PMIT1303_02619__132-834	703	0	0	0.0	0.0
1799667.SAMN04488532.PMIT1306_02458__132-834	703	0	0	0.0	0.0
1924286.SAMN06061932.BS620_06430__93-789	697	0	0	0.0	0.0
1924287.SAMN06061933.BS621_03550__93-789	697	0	0	0.0	0.0
1924285.SAMN06061931.BSR22_04235__93-789	697	0	0	0.0	0.0
1471440.SAMN02671311.GCA_000635275_00217__93-789	697	0	0	0.0	0.0
1471450.SAMN02671321.GCA_000635355_00131__93-789	697	0	0	0.0	0.0
1471456.SAMN02671327.GCA_000634735_00320__93-789	697	0	0	0.0	0.0
